,euctr_id,euctr_results_inc,euctr_results_date,nct_id,ctgov_results_inc,ctgov_results_date,journal_results_inc,journal_pub_date,min_date,max_date,results_counts,earliest_results,Unnamed: 0,eudract_number,final_date,inferred,euctr_days,ctg_days,pub_days
123,2007-001465-14,1,2016-03-30,,0,,0,,2016-03-30,2016-03-30,1,EUCTR,21284,2007-001465-14,2007-06-22,0,3204.0,4921.0,4921.0
124,2009-017438-32,1,2017-01-04,NCT01052194,0,,1,2014-11-10,2014-11-10,2017-01-04,2,Journal,9360,2009-017438-32,2011-07-11,0,2004.0,3441.0,1218.0
125,2010-018776-24,1,2016-12-10,NCT01096732,0,,0,,2016-12-10,2016-12-10,1,EUCTR,560,2010-018776-24,2012-08-10,0,1583.0,3045.0,3045.0
126,2015-003625-34,1,2018-08-04,NCT02719171,1,2019-05-30,0,,2018-08-04,2019-05-30,2,EUCTR,437,2015-003625-34,2017-08-24,0,345.0,644.0,1205.0
127,2011-004237-14,1,2016-06-09,NCT01492426,1,2016-06-03,1,2016-03-28,2016-03-28,2016-06-09,3,Journal,14065,2011-004237-14,2014-03-20,0,812.0,806.0,739.0
128,2009-018172-33,1,2016-04-06,NCT01121835,0,,1,2015-04-11,2015-04-11,2016-04-06,2,Journal,25655,2009-018172-33,2012-03-15,0,1483.0,3193.0,1122.0
129,2008-008211-26,0,,,0,,1,2020-03-06,2020-03-06,2020-03-06,1,Journal,23071,2008-008211-26,2014-05-20,1,2397.0,2397.0,2117.0
130,2008-004849-28,1,2015-07-26,NCT00884000,0,,0,,2015-07-26,2015-07-26,1,EUCTR,27016,2008-004849-28,2012-06-25,0,1126.0,3091.0,3091.0
131,2013-003587-31,1,2017-09-21,NCT01986855,1,2017-10-04,1,2017-11-20,2017-09-21,2017-11-20,3,EUCTR,4305,2013-003587-31,2016-09-28,0,358.0,371.0,418.0
132,2014-000340-15,1,2016-03-30,NCT02211846,0,,1,2019-10-22,2016-03-30,2019-10-22,2,EUCTR,13079,2014-000340-15,2015-09-21,0,191.0,1908.0,1492.0
133,2007-005365-35,0,,NCT00794326,0,,1,2020-05-19,2020-05-19,2020-05-19,1,Journal,8779,2007-005365-35,2014-10-28,0,2236.0,2236.0,2030.0
134,2008-004499-38,1,2016-09-28,NCT01278004,0,,0,,2016-09-28,2016-09-28,1,EUCTR,14888,2008-004499-38,2014-07-09,0,812.0,2347.0,2347.0
135,2008-001835-36,1,2019-01-20,,0,,1,2020-10-08,2019-01-20,2020-10-08,2,EUCTR,23013,2008-001835-36,2010-06-23,0,3133.0,3824.0,3760.0
136,2014-003896-41,1,2019-08-23,NCT02334306,1,2019-03-19,1,2019-11-12,2019-03-19,2019-11-12,3,CTgov,22492,2014-003896-41,2018-08-13,0,375.0,218.0,456.0
137,2010-020973-18,1,2016-07-21,,0,,0,,2016-07-21,2016-07-21,1,EUCTR,13077,2010-020973-18,2012-06-20,0,1492.0,3096.0,3096.0
138,2012-005048-46,0,,NCT01853813,0,,1,2017-09-19,2017-09-19,2017-09-19,1,Journal,26975,2012-005048-46,2016-12-21,1,1451.0,1451.0,272.0
139,2010-021384-33,0,,,0,,1,2018-07-26,2018-07-26,2018-07-26,1,Journal,22339,2010-021384-33,2014-12-14,1,2189.0,2189.0,1320.0
140,2009-013222-16,1,2015-08-12,NCT01018953,1,2015-09-07,0,,2015-08-12,2015-09-07,2,EUCTR,3090,2009-013222-16,2010-12-15,0,1701.0,1727.0,3649.0
141,2009-011564-11,1,2015-08-01,NCT00962780,1,2014-11-17,1,2015-07-17,2014-11-17,2015-08-01,3,CTgov,4396,2009-011564-11,2013-04-12,0,841.0,584.0,826.0
142,2012-005627-32,1,2017-04-20,,0,,1,2019-06-10,2017-04-20,2019-06-10,2,EUCTR,15548,2012-005627-32,2016-03-07,0,409.0,1740.0,1190.0
143,2013-002850-54,1,2016-04-30,NCT02032173,1,2020-10-22,0,,2016-04-30,2020-10-22,2,EUCTR,21922,2013-002850-54,2015-04-29,0,367.0,2003.0,2053.0
144,2005-004124-39,0,,NCT00466089,0,,1,2016-03-01,2016-03-01,2016-03-01,1,Journal,25585,2005-004124-39,2010-01-09,1,3989.0,3989.0,2243.0
145,2014-005477-37,1,2019-02-20,NCT02585960,1,2019-08-26,1,2020-11-04,2019-02-20,2020-11-04,3,EUCTR,10073,2014-005477-37,2018-08-05,0,199.0,386.0,822.0
146,2015-003696-30,1,2019-06-28,NCT02522299,1,2019-11-25,0,,2019-06-28,2019-11-25,2,EUCTR,18921,2015-003696-30,2018-06-22,0,371.0,521.0,903.0
147,2010-021217-23,1,2016-11-10,NCT01233232,1,2015-05-19,1,2015-02-11,2015-02-11,2016-11-10,3,Journal,42,2010-021217-23,2011-03-22,0,2060.0,1519.0,1422.0
148,2014-000177-39,0,,NCT02738190,0,,1,2017-05-01,2017-05-01,2017-05-01,1,Journal,24233,2014-000177-39,2016-01-13,1,1794.0,1794.0,474.0
149,2013-003227-11,1,2018-08-22,NCT01946568,0,,1,2017-07-01,2017-07-01,2018-08-22,2,Journal,26856,2013-003227-11,2015-04-16,0,1224.0,2066.0,807.0
150,2011-005461-21,0,,NCT01737177,0,,1,2017-01-12,2017-01-12,2017-01-12,1,Journal,17575,2011-005461-21,2018-06-01,1,924.0,924.0,-505.0
151,2010-019913-12,0,,,0,,1,2014-05-14,2014-05-14,2014-05-14,1,Journal,11104,2010-019913-12,2013-06-13,1,2738.0,2738.0,335.0
152,2007-006033-14,0,,NCT00717938,0,,1,2017-11-02,2017-11-02,2017-11-02,1,Journal,8747,2007-006033-14,2017-05-05,0,1316.0,1316.0,181.0
153,2007-000180-13,1,2016-12-27,NCT01379508,1,2018-11-05,1,2016-11-18,2016-11-18,2018-11-05,3,Journal,8314,2007-000180-13,2015-12-10,0,383.0,1061.0,344.0
154,2006-002787-26,1,2018-11-01,,0,,1,2018-08-09,2018-08-09,2018-11-01,2,Journal,2714,2006-002787-26,2014-08-31,0,1523.0,2294.0,1439.0
155,2005-001384-60,1,2016-08-06,,0,,0,,2016-08-06,2016-08-06,1,EUCTR,7120,2005-001384-60,2005-11-29,0,3903.0,5491.0,5491.0
156,2009-017752-28,1,2019-07-29,NCT01449032,0,,1,2017-12-03,2017-12-03,2019-07-29,2,Journal,24560,2009-017752-28,2017-06-23,0,766.0,1267.0,163.0
157,2009-017831-16,0,,NCT01180413,0,,1,2016-03-10,2016-03-10,2016-03-10,1,Journal,3184,2009-017831-16,2012-04-01,0,3176.0,3176.0,1439.0
158,2009-018097-64,1,2015-05-29,NCT01092611,0,,1,2018-03-30,2015-05-29,2018-03-30,2,EUCTR,21574,2009-018097-64,2014-05-19,0,375.0,2398.0,1411.0
159,2013-004654-13,1,2017-04-01,NCT02114931,1,2017-04-24,1,2019-03-29,2017-04-01,2019-03-29,3,EUCTR,9788,2013-004654-13,2016-04-11,0,355.0,378.0,1082.0
160,2008-000718-63,1,2015-07-15,NCT00755053,0,,0,,2015-07-15,2015-07-15,1,EUCTR,26157,2008-000718-63,2009-05-27,0,2240.0,4216.0,4216.0
161,2014-001759-22,1,2018-07-15,NCT02515656,1,2019-01-22,1,2019-02-18,2018-07-15,2019-02-18,3,EUCTR,11767,2014-001759-22,2016-08-25,0,689.0,880.0,907.0
162,2014-003558-15,1,2017-07-13,NCT02349451,1,2017-08-04,1,2018-05-31,2017-07-13,2018-05-31,3,EUCTR,12583,2014-003558-15,2016-07-04,0,374.0,396.0,696.0
163,2004-005135-26,1,2016-02-13,NCT00683514,0,,1,2016-01-25,2016-01-25,2016-02-13,2,Journal,15775,2004-005135-26,2012-05-09,0,1375.0,3138.0,1356.0
164,2010-022058-18,0,,NCT01283776,0,,1,2015-02-23,2015-02-23,2015-02-23,1,Journal,12529,2010-022058-18,2013-11-18,0,2580.0,2580.0,462.0
165,2016-002210-46,1,2020-07-05,,0,,0,,2020-07-05,2020-07-05,1,EUCTR,26630,2016-002210-46,2018-11-27,0,586.0,745.0,745.0
166,2014-005556-25,1,2018-08-09,,0,,0,,2018-08-09,2018-08-09,1,EUCTR,23416,2014-005556-25,2017-09-15,0,328.0,1183.0,1183.0
167,2011-004498-96,1,2020-10-03,,0,,1,2017-02-23,2017-02-23,2020-10-03,2,Journal,21489,2011-004498-96,2015-12-31,0,1738.0,1807.0,420.0
168,2013-005062-19,0,,NCT02711267,0,,1,2016-08-18,2016-08-18,2016-08-18,1,Journal,23322,2013-005062-19,2018-01-04,1,1072.0,1072.0,-504.0
169,2008-007167-16,1,2016-08-18,NCT00883116,1,2014-03-14,1,2015-04-26,2014-03-14,2016-08-18,3,CTgov,472,2008-007167-16,2013-12-08,0,984.0,96.0,504.0
170,2016-001638-84,1,2020-01-07,,0,,1,2019-10-05,2019-10-05,2020-01-07,2,Journal,11760,2016-001638-84,2017-09-01,0,858.0,1197.0,764.0
171,2006-004942-18,1,2016-05-11,NCT00464061,0,,0,,2016-05-11,2016-05-11,1,EUCTR,25536,2006-004942-18,2009-03-11,0,2618.0,4293.0,4293.0
172,2009-013552-72,1,2016-08-31,NCT01155479,1,2016-07-28,1,2017-05-10,2016-07-28,2017-05-10,3,CTgov,1726,2009-013552-72,2013-07-16,0,1142.0,1108.0,1394.0
173,2014-004751-31,1,2017-12-03,NCT02604212,1,2019-04-16,1,2019-10-26,2017-12-03,2019-10-26,3,EUCTR,21869,2014-004751-31,2016-12-15,0,353.0,852.0,1045.0
174,2011-003654-40,1,2019-03-02,,0,,1,2015-07-29,2015-07-29,2019-03-02,2,Journal,25195,2011-003654-40,2012-03-23,0,2535.0,3185.0,1223.0
175,2009-017449-72,0,,NCT00104858,1,2019-07-11,0,,2019-07-11,2019-07-11,1,CTgov,21232,2009-017449-72,2015-01-09,1,2163.0,1644.0,2163.0
176,2011-002268-26,0,,NCT00860977,0,,1,2018-10-29,2018-10-29,2018-10-29,1,Journal,8256,2011-002268-26,2016-12-12,0,1460.0,1460.0,686.0
177,2012-001570-29,1,2020-03-19,NCT02037204,1,2019-01-02,1,2017-06-23,2017-06-23,2020-03-19,3,Journal,20007,2012-001570-29,2016-02-10,0,1499.0,1057.0,499.0
178,2011-000774-58,1,2017-02-04,NCT01355302,1,2017-03-13,0,,2017-02-04,2017-03-13,2,EUCTR,25054,2011-000774-58,2012-06-07,0,1703.0,1740.0,3109.0
179,2013-001421-55,1,2017-05-25,NCT01908816,1,2019-08-12,0,,2017-05-25,2019-08-12,2,EUCTR,19362,2013-001421-55,2016-05-13,0,377.0,1186.0,1673.0
180,2012-004368-23,1,2016-09-08,,0,,1,2015-04-24,2015-04-24,2016-09-08,2,Journal,26407,2012-004368-23,2015-02-20,0,566.0,2121.0,63.0
181,2005-003740-62,0,,NCT00297128,0,,1,2014-11-03,2014-11-03,2014-11-03,1,Journal,5137,2005-003740-62,2011-11-09,0,3320.0,3320.0,1090.0
182,2013-002183-63,0,,NCT02051023,0,,1,2015-10-28,2015-10-28,2015-10-28,1,Journal,22428,2013-002183-63,2015-08-09,1,1951.0,1951.0,80.0
183,2013-003660-31,1,2016-12-01,NCT01917630,0,,1,2016-11-15,2016-11-15,2016-12-01,2,Journal,7755,2013-003660-31,2015-05-28,0,553.0,2024.0,537.0
184,2007-007940-92,1,2019-11-09,NCT00775138,1,2019-07-10,0,,2019-07-10,2019-11-09,2,CTgov,3036,2007-007940-92,2009-05-11,0,3834.0,3712.0,4232.0
185,2014-001158-41,1,2018-04-11,,0,,0,,2018-04-11,2018-04-11,1,EUCTR,19152,2014-001158-41,2017-04-01,0,375.0,1350.0,1350.0
186,2005-000786-19,0,,,0,,1,2015-04-29,2015-04-29,2015-04-29,1,Journal,15882,2005-000786-19,2009-05-14,0,4229.0,4229.0,2176.0
187,2013-000536-10,1,2018-03-09,NCT02013167,1,2017-08-09,1,2017-03-02,2017-03-02,2018-03-09,3,Journal,3877,2013-000536-10,2017-03-14,0,360.0,148.0,-12.0
188,2017-001373-16,1,2019-04-13,NCT03152591,1,2019-05-09,0,,2019-04-13,2019-05-09,2,EUCTR,3650,2017-001373-16,2018-06-25,0,292.0,318.0,900.0
189,2013-000056-18,0,,NCT02156791,0,,1,2018-01-10,2018-01-10,2018-01-10,1,Journal,19892,2013-000056-18,2013-12-09,0,2559.0,2559.0,1493.0
190,2007-003103-12,0,,NCT01382147,0,,1,2018-10-01,2018-10-01,2018-10-01,1,Journal,18357,2007-003103-12,2017-07-05,0,1255.0,1255.0,453.0
191,2008-003575-47,1,2015-06-26,NCT00809705,0,,0,,2015-06-26,2015-06-26,1,EUCTR,6675,2008-003575-47,2009-07-27,0,2160.0,4155.0,4155.0
192,2011-005616-29,1,2019-07-02,,0,,1,2018-12-05,2018-12-05,2019-07-02,2,Journal,7190,2011-005616-29,2018-05-16,0,412.0,940.0,203.0
193,2009-010186-23,0,,NCT01337544,0,,1,2015-09-01,2015-09-01,2015-09-01,1,Journal,26677,2009-010186-23,2014-11-11,1,2222.0,2222.0,294.0
194,2013-002451-15,1,2017-05-18,NCT02212457,1,2017-07-21,0,,2017-05-18,2017-07-21,2,EUCTR,21424,2013-002451-15,2016-03-03,0,441.0,505.0,1744.0
195,2009-014441-93,1,2017-12-16,NCT01336530,0,,0,,2017-12-16,2017-12-16,1,EUCTR,1356,2009-014441-93,2017-01-18,0,332.0,1423.0,1423.0
196,2006-002060-26,1,2016-06-02,NCT00408330,0,,0,,2016-06-02,2016-06-02,1,EUCTR,17882,2006-002060-26,2007-03-29,0,3353.0,5006.0,5006.0
197,2008-002380-14,0,,NCT01410019,0,,1,2014-10-09,2014-10-09,2014-10-09,1,Journal,25718,2008-002380-14,2015-05-19,1,2033.0,2033.0,-222.0
198,2012-002255-42,0,,NCT01722331,1,2018-06-13,1,2017-06-05,2017-06-05,2018-06-13,2,Journal,22014,2012-002255-42,2016-11-04,1,1498.0,586.0,213.0
199,2010-018283-16,0,,NCT01143064,0,,1,2014-12-10,2014-12-10,2014-12-10,1,Journal,3075,2010-018283-16,2014-03-06,0,2472.0,2472.0,279.0
200,2012-002669-37,1,2017-11-08,NCT01693068,1,2018-01-05,1,2020-06-29,2017-11-08,2020-06-29,3,EUCTR,1910,2012-002669-37,2016-10-24,0,380.0,438.0,1344.0
201,2011-002453-65,1,2017-02-05,NCT01391325,1,2014-06-17,1,2015-05-21,2014-06-17,2017-02-05,3,CTgov,2952,2011-002453-65,2013-01-01,0,1496.0,532.0,870.0
202,2015-002898-37,1,2019-07-06,NCT02826603,1,2019-07-09,1,2018-10-17,2018-10-17,2019-07-09,3,Journal,17461,2015-002898-37,2018-07-09,0,362.0,365.0,100.0
203,2008-008749-39,0,,,0,,1,2015-01-27,2015-01-27,2015-01-27,1,Journal,5568,2008-008749-39,2014-03-06,0,2472.0,2472.0,327.0
204,2012-001125-27,1,2016-09-18,NCT01965145,0,,1,2018-01-25,2016-09-18,2018-01-25,2,EUCTR,12785,2012-001125-27,2015-09-29,0,355.0,1900.0,849.0
205,2012-004300-35,0,,NCT02376075,0,,1,2016-02-01,2016-02-01,2016-02-01,1,Journal,2223,2012-004300-35,2014-09-30,0,2264.0,2264.0,489.0
206,2009-011165-85,0,,,0,,1,2016-09-17,2016-09-17,2016-09-17,1,Journal,15272,2009-011165-85,2013-11-13,1,2585.0,2585.0,1039.0
207,2012-001809-24,0,,,0,,1,2019-05-01,2019-05-01,2019-05-01,1,Journal,9240,2012-001809-24,2016-01-26,1,1781.0,1781.0,1191.0
208,2008-006014-20,0,,NCT00827021,0,,1,2017-03-01,2017-03-01,2017-03-01,1,Journal,8430,2008-006014-20,2015-01-13,1,2159.0,2159.0,778.0
209,2007-001097-90,1,2016-07-10,NCT00658645,0,,0,,2016-07-10,2016-07-10,1,EUCTR,84,2007-001097-90,2009-08-18,0,2518.0,4133.0,4133.0
210,2015-004026-34,1,2020-01-22,NCT02754882,0,,1,2020-05-28,2020-01-22,2020-05-28,2,EUCTR,11311,2015-004026-34,2018-08-09,0,531.0,855.0,658.0
211,2012-004442-15,1,2020-08-30,,0,,0,,2020-08-30,2020-08-30,1,EUCTR,18154,2012-004442-15,2014-03-03,0,2372.0,2475.0,2475.0
212,2010-021850-20,1,2017-10-21,NCT01377922,1,2018-01-04,1,2016-02-06,2016-02-06,2018-01-04,3,Journal,13986,2010-021850-20,2016-07-08,0,470.0,545.0,-153.0
213,2008-001968-36,0,,,0,,1,2016-06-01,2016-06-01,2016-06-01,1,Journal,6759,2008-001968-36,2014-08-31,0,2294.0,2294.0,640.0
214,2005-005597-67,1,2016-02-28,NCT00319709,0,,0,,2016-02-28,2016-02-28,1,EUCTR,9740,2005-005597-67,2007-08-22,0,3112.0,4860.0,4860.0
215,2010-023023-19,1,2016-09-16,NCT01333501,1,2017-03-21,1,2017-10-23,2016-09-16,2017-10-23,3,EUCTR,18749,2010-023023-19,2015-09-01,0,381.0,567.0,783.0
216,2011-001965-42,1,2020-01-01,NCT02472964,1,2018-10-30,1,2016-12-01,2016-12-01,2020-01-01,3,Journal,7170,2011-001965-42,2018-08-03,0,516.0,88.0,-610.0
217,2012-000347-28,1,2017-06-30,NCT01752322,0,,1,2019-01-05,2017-06-30,2019-01-05,2,EUCTR,10161,2012-000347-28,2016-06-21,0,374.0,1634.0,928.0
218,2011-006294-26,1,2016-02-13,NCT01757405,1,2016-10-25,0,,2016-02-13,2016-10-25,2,EUCTR,3757,2011-006294-26,2014-11-11,0,459.0,714.0,2222.0
219,2008-000245-55,0,,NCT00815945,0,,1,2016-11-01,2016-11-01,2016-11-01,1,Journal,9305,2008-000245-55,2011-11-24,0,3305.0,3305.0,1804.0
220,2011-006174-47,0,,NCT01527357,1,2019-12-18,1,2014-10-13,2014-10-13,2019-12-18,2,Journal,10713,2011-006174-47,2013-04-25,0,2787.0,2428.0,536.0
221,2012-003487-48,1,2018-04-11,NCT01831856,1,2019-07-02,0,,2018-04-11,2019-07-02,2,EUCTR,1144,2012-003487-48,2017-04-03,0,373.0,820.0,1348.0
222,2011-004584-67,1,2015-03-20,NCT01572649,0,,0,,2015-03-20,2015-03-20,1,EUCTR,14643,2011-004584-67,2014-03-04,0,381.0,2474.0,2474.0
223,2006-004397-27,1,2014-12-21,NCT00566384,0,,0,,2014-12-21,2014-12-21,1,EUCTR,7447,2006-004397-27,2009-04-22,0,2069.0,4251.0,4251.0
224,2006-001707-11,0,,NCT00459771,0,,1,2016-06-23,2016-06-23,2016-06-23,1,Journal,24678,2006-001707-11,2010-06-04,1,3843.0,3843.0,2211.0
225,2013-000823-15,1,2020-10-29,NCT02096068,0,,0,,2020-10-29,2020-10-29,1,EUCTR,24502,2013-000823-15,2018-07-30,0,822.0,865.0,865.0
226,2012-001142-18,0,,,0,,1,2015-01-01,2015-01-01,2015-01-01,1,Journal,26310,2012-001142-18,2015-02-22,1,2119.0,2119.0,-52.0
227,2011-000536-28,1,2016-05-05,NCT01304693,1,2014-05-07,1,2016-02-20,2014-05-07,2016-05-05,3,CTgov,3912,2011-000536-28,2013-03-13,0,1149.0,420.0,1074.0
228,2012-001711-23,1,2019-04-12,NCT01731600,1,2019-10-30,1,2017-07-06,2017-07-06,2019-10-30,3,Journal,15915,2012-001711-23,2018-09-28,0,196.0,397.0,-449.0
229,2004-002078-45,1,2016-10-13,NCT00189722,0,,0,,2016-10-13,2016-10-13,1,EUCTR,22828,2004-002078-45,2005-07-28,0,4095.0,5615.0,5615.0
230,2013-004544-32,0,,NCT02071914,1,2020-03-16,0,,2020-03-16,2020-03-16,1,CTgov,3661,2013-004544-32,2014-06-19,0,2367.0,2097.0,2367.0
231,2012-000057-31,0,,NCT01651715,0,,1,2015-12-25,2015-12-25,2015-12-25,1,Journal,26657,2012-000057-31,2014-01-06,0,2531.0,2531.0,718.0
232,2011-005017-37,0,,NCT01616927,0,,1,2018-10-25,2018-10-25,2018-10-25,1,Journal,9587,2011-005017-37,2017-05-25,1,1296.0,1296.0,518.0
233,2010-022699-30,0,,NCT01359397,0,,1,2016-03-11,2016-03-11,2016-03-11,1,Journal,9436,2010-022699-30,2016-01-14,1,1793.0,1793.0,57.0
234,2010-023002-13,1,2014-11-09,NCT01344460,1,2015-08-26,1,2017-06-02,2014-11-09,2017-06-02,3,EUCTR,4390,2010-023002-13,2012-07-06,0,856.0,1146.0,1792.0
235,2006-005953-31,1,2018-12-30,,0,,0,,2018-12-30,2018-12-30,1,EUCTR,23693,2006-005953-31,2007-08-24,0,4146.0,4858.0,4858.0
236,2009-014765-74,1,2017-06-24,NCT01100294,0,,0,,2017-06-24,2017-06-24,1,EUCTR,18058,2009-014765-74,2009-10-20,0,2804.0,4070.0,4070.0
237,2008-004126-16,1,2020-04-26,NCT00810277,1,2016-03-31,0,,2016-03-31,2020-04-26,2,CTgov,519,2008-004126-16,2010-05-26,0,3623.0,2136.0,3852.0
238,2007-000532-47,1,2018-12-14,,0,,0,,2018-12-14,2018-12-14,1,EUCTR,17184,2007-000532-47,2011-08-05,0,2688.0,3416.0,3416.0
239,2007-003080-45,1,2017-05-13,NCT00666484,0,,1,2019-11-11,2017-05-13,2019-11-11,2,EUCTR,13690,2007-003080-45,2012-09-19,0,1697.0,3005.0,2609.0
240,2009-013856-61,0,,,0,,1,2018-11-29,2018-11-29,2018-11-29,1,Journal,13901,2009-013856-61,2017-06-30,0,1260.0,1260.0,517.0
241,2013-003183-31,1,2020-05-10,NCT02111044,0,,0,,2020-05-10,2020-05-10,1,EUCTR,402,2013-003183-31,2016-02-08,0,1553.0,1768.0,1768.0
242,2006-001559-37,1,2019-12-28,,0,,0,,2019-12-28,2019-12-28,1,EUCTR,26917,2006-001559-37,2007-12-31,0,4380.0,4729.0,4729.0
243,2015-002724-16,0,,NCT02596074,0,,1,2019-11-22,2019-11-22,2019-11-22,1,Journal,7917,2015-002724-16,2018-10-12,1,791.0,791.0,406.0
244,2006-006426-26,1,2016-12-11,NCT00486798,0,,0,,2016-12-11,2016-12-11,1,EUCTR,23480,2006-006426-26,2006-01-17,0,3981.0,5442.0,5442.0
245,2010-019968-37,1,2015-04-09,NCT01306214,1,2014-06-17,1,2014-06-12,2014-06-12,2015-04-09,3,Journal,6882,2010-019968-37,2013-04-22,0,717.0,421.0,416.0
246,2011-001007-12,1,2016-10-12,NCT01335997,1,2016-06-21,0,,2016-06-21,2016-10-12,2,CTgov,2873,2011-001007-12,2012-01-13,0,1734.0,1621.0,3255.0
247,2016-001575-71,1,2019-01-02,NCT02847650,1,2019-01-15,1,2020-03-06,2019-01-02,2020-03-06,3,EUCTR,15206,2016-001575-71,2018-01-29,0,338.0,351.0,767.0
